"",Unnamed: 0,DATA NUMBER,YEAR,MONTH,DAY,HOUR,TYPHOON NUMBER,TYPHOON NAME,CLASS,LAT,LON,CENTRAL PRESSURE,MAX WINDSPEED,50KT MAJORAXIS DIRECTION,50KT MAJORAXIS,50KT MINORAXIS,30KT MAJORAXIS DIRECTION,30KT MAJORAXIS,30KT MINORAXIS,LANDING,Datetime,unixtime
145,145,145,2021,6,20,0,2105,CHAMPI,2,9.9,150.9,1010,0,0,0,0,0,0,0,0,2021-06-20 00:00:00,1624147200
146,146,146,2021,6,20,6,2105,CHAMPI,2,10.1,150.3,1008,0,0,0,0,0,0,0,0,2021-06-20 06:00:00,1624168800
147,147,147,2021,6,20,12,2105,CHAMPI,2,10.6,149.5,1010,0,0,0,0,0,0,0,0,2021-06-20 12:00:00,1624190400
148,148,148,2021,6,20,18,2105,CHAMPI,2,11.1,148.3,1008,0,0,0,0,0,0,0,0,2021-06-20 18:00:00,1624212000
149,149,149,2021,6,21,0,2105,CHAMPI,2,11.6,147.8,1010,0,0,0,0,0,0,0,0,2021-06-21 00:00:00,1624233600
150,150,150,2021,6,21,6,2105,CHAMPI,2,11.8,147.1,1008,0,0,0,0,0,0,0,0,2021-06-21 06:00:00,1624255200
151,151,151,2021,6,21,12,2105,CHAMPI,2,12.1,145.8,1010,0,0,0,0,0,0,0,0,2021-06-21 12:00:00,1624276800
152,152,152,2021,6,21,18,2105,CHAMPI,2,12.6,144.8,1010,0,0,0,0,0,0,0,0,2021-06-21 18:00:00,1624298400
153,153,153,2021,6,22,0,2105,CHAMPI,2,13.4,143.6,1010,0,0,0,0,0,0,0,0,2021-06-22 00:00:00,1624320000
154,154,154,2021,6,22,6,2105,CHAMPI,2,14.3,142.6,1008,0,0,0,0,0,0,0,0,2021-06-22 06:00:00,1624341600
155,155,155,2021,6,22,12,2105,CHAMPI,2,14.6,141.9,1008,0,0,0,0,0,0,0,0,2021-06-22 12:00:00,1624363200
156,156,156,2021,6,22,18,2105,CHAMPI,2,15.3,141.3,1006,0,0,0,0,0,0,0,0,2021-06-22 18:00:00,1624384800
157,157,157,2021,6,23,0,2105,CHAMPI,3,16.1,141.3,1002,35,0,0,0,2,80,40,0,2021-06-23 00:00:00,1624406400
158,158,158,2021,6,23,6,2105,CHAMPI,3,17.1,141.1,1000,40,0,0,0,2,120,80,0,2021-06-23 06:00:00,1624428000
159,159,159,2021,6,23,12,2105,CHAMPI,3,17.7,140.7,998,45,0,0,0,2,150,120,0,2021-06-23 12:00:00,1624449600
160,160,160,2021,6,23,18,2105,CHAMPI,3,17.9,140.2,998,45,0,0,0,2,150,120,0,2021-06-23 18:00:00,1624471200
161,161,161,2021,6,24,0,2105,CHAMPI,4,18.5,140.1,992,50,0,0,0,2,150,120,0,2021-06-24 00:00:00,1624492800
162,162,162,2021,6,24,6,2105,CHAMPI,4,19.0,139.8,992,50,0,0,0,2,150,120,0,2021-06-24 06:00:00,1624514400
163,163,163,2021,6,24,12,2105,CHAMPI,4,19.6,139.7,992,50,0,0,0,2,150,120,0,2021-06-24 12:00:00,1624536000
164,164,164,2021,6,24,18,2105,CHAMPI,4,20.2,139.6,990,55,9,25,25,9,150,150,0,2021-06-24 18:00:00,1624557600
165,165,165,2021,6,25,0,2105,CHAMPI,4,21.0,139.0,985,60,9,25,25,2,150,120,0,2021-06-25 00:00:00,1624579200
166,166,166,2021,6,25,6,2105,CHAMPI,5,21.9,139.1,980,65,9,25,25,2,150,90,0,2021-06-25 06:00:00,1624600800
167,167,167,2021,6,25,12,2105,CHAMPI,5,22.8,139.2,980,65,9,25,25,2,150,90,0,2021-06-25 12:00:00,1624622400
168,168,168,2021,6,25,18,2105,CHAMPI,4,23.6,139.3,985,60,9,25,25,2,120,90,0,2021-06-25 18:00:00,1624644000
169,169,169,2021,6,26,0,2105,CHAMPI,4,24.8,139.8,985,60,9,25,25,2,120,90,0,2021-06-26 00:00:00,1624665600
170,170,170,2021,6,26,6,2105,CHAMPI,4,25.8,140.0,985,60,9,25,25,2,120,90,0,2021-06-26 06:00:00,1624687200
171,171,171,2021,6,26,12,2105,CHAMPI,4,26.9,140.2,992,50,0,0,0,2,120,90,0,2021-06-26 12:00:00,1624708800
172,172,172,2021,6,26,18,2105,CHAMPI,3,28.3,140.8,994,45,0,0,0,2,120,90,0,2021-06-26 18:00:00,1624730400
173,173,173,2021,6,27,0,2105,CHAMPI,3,29.9,141.4,996,40,0,0,0,2,120,90,0,2021-06-27 00:00:00,1624752000
174,174,174,2021,6,27,6,2105,CHAMPI,3,31.8,142.3,998,35,0,0,0,2,120,90,0,2021-06-27 06:00:00,1624773600
175,175,175,2021,6,27,12,2105,CHAMPI,3,34.0,143.8,998,35,0,0,0,2,120,90,0,2021-06-27 12:00:00,1624795200
176,176,176,2021,6,27,18,2105,CHAMPI,6,36.4,145.3,996,0,0,0,0,0,0,0,0,2021-06-27 18:00:00,1624816800
177,177,177,2021,6,28,0,2105,CHAMPI,6,38.2,148.8,994,0,0,0,0,0,0,0,0,2021-06-28 00:00:00,1624838400
178,178,178,2021,6,28,6,2105,CHAMPI,6,39.5,152.0,994,0,0,0,0,0,0,0,0,2021-06-28 06:00:00,1624860000
179,179,179,2021,6,28,12,2105,CHAMPI,6,40.4,155.1,994,0,0,0,0,0,0,0,0,2021-06-28 12:00:00,1624881600
180,180,180,2021,6,28,18,2105,CHAMPI,6,41.1,159.7,996,0,0,0,0,0,0,0,0,2021-06-28 18:00:00,1624903200
181,181,181,2021,7,15,18,2106,IN-FA,2,16.6,135.1,1006,0,0,0,0,0,0,0,0,2021-07-15 18:00:00,1626372000
182,182,182,2021,7,16,0,2106,IN-FA,2,16.9,135.3,1006,0,0,0,0,0,0,0,0,2021-07-16 00:00:00,1626393600
183,183,183,2021,7,16,6,2106,IN-FA,2,17.5,135.4,1004,0,0,0,0,0,0,0,0,2021-07-16 06:00:00,1626415200
184,184,184,2021,7,16,12,2106,IN-FA,2,18.5,135.3,1004,0,0,0,0,0,0,0,0,2021-07-16 12:00:00,1626436800
185,185,185,2021,7,16,18,2106,IN-FA,2,19.5,135.3,1004,0,0,0,0,0,0,0,0,2021-07-16 18:00:00,1626458400
186,186,186,2021,7,17,0,2106,IN-FA,2,20.7,134.3,1002,0,0,0,0,0,0,0,0,2021-07-17 00:00:00,1626480000
187,187,187,2021,7,17,6,2106,IN-FA,2,21.2,133.9,1000,0,0,0,0,0,0,0,0,2021-07-17 06:00:00,1626501600
188,188,188,2021,7,17,12,2106,IN-FA,3,21.6,133.5,998,35,0,0,0,4,240,150,0,2021-07-17 12:00:00,1626523200
189,189,189,2021,7,17,18,2106,IN-FA,3,22.1,133.0,998,35,0,0,0,4,300,150,0,2021-07-17 18:00:00,1626544800
