"",Unnamed: 0,DATA NUMBER,YEAR,MONTH,DAY,HOUR,TYPHOON NUMBER,TYPHOON NAME,CLASS,LAT,LON,CENTRAL PRESSURE,MAX WINDSPEED,50KT MAJORAXIS DIRECTION,50KT MAJORAXIS,50KT MINORAXIS,30KT MAJORAXIS DIRECTION,30KT MAJORAXIS,30KT MINORAXIS,LANDING,Datetime,unixtime
72,72,72,2020,7,30,18,2004,HAGUPIT,2,15.2,131.2,1006,0,0,0,0,0,0,0,0,2020-07-30 18:00:00,1596132000
73,73,73,2020,7,31,0,2004,HAGUPIT,2,16.2,130.8,1008,0,0,0,0,0,0,0,0,2020-07-31 00:00:00,1596153600
74,74,74,2020,7,31,6,2004,HAGUPIT,2,17.2,130.2,1006,0,0,0,0,0,0,0,0,2020-07-31 06:00:00,1596175200
75,75,75,2020,7,31,12,2004,HAGUPIT,2,17.7,129.7,1008,0,0,0,0,0,0,0,0,2020-07-31 12:00:00,1596196800
76,76,76,2020,7,31,18,2004,HAGUPIT,2,18.9,129.4,1008,0,0,0,0,0,0,0,0,2020-07-31 18:00:00,1596218400
77,77,77,2020,8,1,0,2004,HAGUPIT,2,20.2,128.8,1004,0,0,0,0,0,0,0,0,2020-08-01 00:00:00,1596240000
78,78,78,2020,8,1,6,2004,HAGUPIT,3,20.8,127.7,1002,35,0,0,0,1,120,90,0,2020-08-01 06:00:00,1596261600
79,79,79,2020,8,1,12,2004,HAGUPIT,3,21.3,127.1,1002,35,0,0,0,1,120,90,0,2020-08-01 12:00:00,1596283200
80,80,80,2020,8,1,18,2004,HAGUPIT,3,22.0,126.0,1002,35,0,0,0,1,120,90,0,2020-08-01 18:00:00,1596304800
81,81,81,2020,8,2,0,2004,HAGUPIT,3,22.5,125.1,1000,35,0,0,0,2,150,90,0,2020-08-02 00:00:00,1596326400
82,82,82,2020,8,2,6,2004,HAGUPIT,3,23.0,124.4,998,40,0,0,0,2,150,90,0,2020-08-02 06:00:00,1596348000
83,83,84,2020,8,2,12,2004,HAGUPIT,3,23.6,124.2,996,45,0,0,0,2,150,90,0,2020-08-02 12:00:00,1596369600
84,84,86,2020,8,2,18,2004,HAGUPIT,4,24.3,123.9,990,55,2,60,30,2,180,90,0,2020-08-02 18:00:00,1596391200
85,85,88,2020,8,3,0,2004,HAGUPIT,4,25.0,123.5,985,60,2,60,30,2,210,90,0,2020-08-03 00:00:00,1596412800
86,86,90,2020,8,3,6,2004,HAGUPIT,5,26.2,122.6,980,65,2,60,40,3,210,90,0,2020-08-03 06:00:00,1596434400
87,87,91,2020,8,3,12,2004,HAGUPIT,5,26.8,121.8,975,70,9,60,60,3,210,90,0,2020-08-03 12:00:00,1596456000
88,88,92,2020,8,3,18,2004,HAGUPIT,5,27.7,121.2,975,70,9,50,50,3,210,90,0,2020-08-03 18:00:00,1596477600
89,89,93,2020,8,4,0,2004,HAGUPIT,4,28.6,120.7,985,55,9,30,30,3,180,90,0,2020-08-04 00:00:00,1596499200
90,90,94,2020,8,4,6,2004,HAGUPIT,3,29.7,120.4,992,45,0,0,0,3,150,90,0,2020-08-04 06:00:00,1596520800
91,91,95,2020,8,4,12,2004,HAGUPIT,3,30.7,120.2,998,40,0,0,0,2,150,90,0,2020-08-04 12:00:00,1596542400
92,92,96,2020,8,4,18,2004,HAGUPIT,3,32.4,120.6,1000,35,0,0,0,2,150,90,0,2020-08-04 18:00:00,1596564000
93,93,97,2020,8,5,0,2004,HAGUPIT,3,33.9,120.8,1000,35,0,0,0,2,150,90,0,2020-08-05 00:00:00,1596585600
94,94,98,2020,8,5,6,2004,HAGUPIT,3,35.0,121.3,1000,35,0,0,0,2,150,90,0,2020-08-05 06:00:00,1596607200
95,95,99,2020,8,5,12,2004,HAGUPIT,6,36.6,122.7,1002,0,0,0,0,0,0,0,0,2020-08-05 12:00:00,1596628800
96,96,100,2020,8,5,18,2004,HAGUPIT,6,38.1,125.4,1002,0,0,0,0,0,0,0,0,2020-08-05 18:00:00,1596650400
97,97,101,2020,8,6,0,2004,HAGUPIT,6,39.0,128.0,1000,0,0,0,0,0,0,0,0,2020-08-06 00:00:00,1596672000
98,98,102,2020,8,6,6,2004,HAGUPIT,6,41.0,132.1,992,0,0,0,0,0,0,0,0,2020-08-06 06:00:00,1596693600
99,99,103,2020,8,6,12,2004,HAGUPIT,6,42.0,134.9,988,0,0,0,0,0,0,0,0,2020-08-06 12:00:00,1596715200
100,100,104,2020,8,6,18,2004,HAGUPIT,6,43.0,136.7,984,0,0,0,0,0,0,0,0,2020-08-06 18:00:00,1596736800
101,101,105,2020,8,7,0,2004,HAGUPIT,6,44.2,139.9,984,0,0,0,0,0,0,0,0,2020-08-07 00:00:00,1596758400
102,102,106,2020,8,7,6,2004,HAGUPIT,6,45.5,143.0,988,0,0,0,0,0,0,0,0,2020-08-07 06:00:00,1596780000
103,103,107,2020,8,7,12,2004,HAGUPIT,6,47.2,145.9,986,0,0,0,0,0,0,0,0,2020-08-07 12:00:00,1596801600
104,104,108,2020,8,7,18,2004,HAGUPIT,6,47.8,147.8,988,0,0,0,0,0,0,0,0,2020-08-07 18:00:00,1596823200
105,105,109,2020,8,8,0,2004,HAGUPIT,6,48.5,150.6,986,0,0,0,0,0,0,0,0,2020-08-08 00:00:00,1596844800
106,106,110,2020,8,8,6,2004,HAGUPIT,6,49.3,154.0,984,0,0,0,0,0,0,0,0,2020-08-08 06:00:00,1596866400
107,107,111,2020,8,8,12,2004,HAGUPIT,6,51.0,155.6,986,0,0,0,0,0,0,0,0,2020-08-08 12:00:00,1596888000
108,108,112,2020,8,8,18,2004,HAGUPIT,6,51.0,158.2,986,0,0,0,0,0,0,0,0,2020-08-08 18:00:00,1596909600
109,109,113,2020,8,9,0,2004,HAGUPIT,6,50.8,160.7,988,0,0,0,0,0,0,0,0,2020-08-09 00:00:00,1596931200
110,110,114,2020,8,9,6,2004,HAGUPIT,6,50.9,162.4,988,0,0,0,0,0,0,0,0,2020-08-09 06:00:00,1596952800
111,111,115,2020,8,9,12,2004,HAGUPIT,6,50.8,164.5,992,0,0,0,0,0,0,0,0,2020-08-09 12:00:00,1596974400
112,112,116,2020,8,9,18,2004,HAGUPIT,6,50.7,167.0,994,0,0,0,0,0,0,0,0,2020-08-09 18:00:00,1596996000
113,113,117,2020,8,10,0,2004,HAGUPIT,6,50.8,169.3,994,0,0,0,0,0,0,0,0,2020-08-10 00:00:00,1597017600
114,114,118,2020,8,10,6,2004,HAGUPIT,6,50.8,171.0,996,0,0,0,0,0,0,0,0,2020-08-10 06:00:00,1597039200
115,115,119,2020,8,10,12,2004,HAGUPIT,6,51.0,172.6,996,0,0,0,0,0,0,0,0,2020-08-10 12:00:00,1597060800
116,116,120,2020,8,10,18,2004,HAGUPIT,6,51.3,174.2,996,0,0,0,0,0,0,0,0,2020-08-10 18:00:00,1597082400
117,117,121,2020,8,11,0,2004,HAGUPIT,6,51.6,175.7,996,0,0,0,0,0,0,0,0,2020-08-11 00:00:00,1597104000
118,118,122,2020,8,11,6,2004,HAGUPIT,6,52.0,177.0,998,0,0,0,0,0,0,0,0,2020-08-11 06:00:00,1597125600
119,119,123,2020,8,11,12,2004,HAGUPIT,6,52.2,178.2,1000,0,0,0,0,0,0,0,0,2020-08-11 12:00:00,1597147200
120,120,124,2020,8,11,18,2004,HAGUPIT,6,52.4,179.3,1000,0,0,0,0,0,0,0,0,2020-08-11 18:00:00,1597168800
121,121,125,2020,8,12,0,2004,HAGUPIT,6,52.4,179.8,1000,0,0,0,0,0,0,0,0,2020-08-12 00:00:00,1597190400
122,122,126,2020,8,12,6,2004,HAGUPIT,6,52.3,180.7,1002,0,0,0,0,0,0,0,0,2020-08-12 06:00:00,1597212000
123,123,127,2020,8,6,18,2005,JANGMI,2,14.2,127.5,1006,0,0,0,0,0,0,0,0,2020-08-06 18:00:00,1596736800
124,124,128,2020,8,7,0,2005,JANGMI,2,14.7,127.3,1006,0,0,0,0,0,0,0,0,2020-08-07 00:00:00,1596758400
125,125,129,2020,8,7,6,2005,JANGMI,2,15.2,127.2,1006,0,0,0,0,0,0,0,0,2020-08-07 06:00:00,1596780000
126,126,130,2020,8,7,12,2005,JANGMI,2,15.7,127.0,1004,0,0,0,0,0,0,0,0,2020-08-07 12:00:00,1596801600
127,127,131,2020,8,7,18,2005,JANGMI,2,16.3,127.0,1002,0,0,0,0,0,0,0,0,2020-08-07 18:00:00,1596823200
128,128,132,2020,8,8,0,2005,JANGMI,2,17.0,126.9,1002,0,0,0,0,0,0,0,0,2020-08-08 00:00:00,1596844800
129,129,133,2020,8,8,6,2005,JANGMI,2,18.1,126.6,1000,0,0,0,0,0,0,0,0,2020-08-08 06:00:00,1596866400
130,130,134,2020,8,8,12,2005,JANGMI,2,19.4,126.4,1002,0,0,0,0,0,0,0,0,2020-08-08 12:00:00,1596888000
